"year","unitid","inst_name","state_name","inst_control","institution_level","rev_tuition_fees_gross","exp_instruc_total","exp_acad_supp_total","exp_net_grant_aid_total","assets","liabilities","equity_total","total_revenues_additions","total_expenses_deductions"
"2007","123554","Saint Marys College of California","California","Private not-for-profit","Four or more years","94200816","41678372","8238010","","307884544","102406288","","80683792","99117712"
"2007","123572","Sonoma State University","California","Public","Four or more years","38913584","54374412","13774002","7164505","363344736","215114064","","172722464","148127200"
"2007","123633","South Baylo University","California","Private not-for-profit","Four or more years","5721881","1683570","585927","","7485233","2395697","","6871965","6628325"
"2007","123651","Vanguard University of Southern California","California","Private not-for-profit","Four or more years","39966196","15294206","1769830","","48717300","44940632","","36356304","42923496"
"2007","123855","St. John's Seminary","California","Private not-for-profit","Four or more years","1606687","2655577","601572","","70258848","6494708","","-80314","6661306"
"2007","123916","Starr King School for Ministry","California","Private not-for-profit","Four or more years","760098","911248","173918","","8278422","62237","","2309179","2050608"
"2007","123943","Southern California College of Optometry","California","Private not-for-profit","Four or more years","11048064","11524669","569403","416303","68446624","32992224","","21035194","21536120"
"2007","123952","Southern California Institute of Architecture","California","Private not-for-profit","Four or more years","11573631","5767536","574597","653507","11025713","2334119","","14492181","12279388"
"2007","123961","University of Southern California","California","Private not-for-profit","Four or more years","1000289024","940121000","63736000","","6363325952","1186882944","","1896993024","1933528960"
"2007","123970","Southwestern Law School","California","Private not-for-profit","Four or more years","30803990","12901821","7798033","","77016880","25615640","","29414306","30357036"
"2007","124283","Claremont School of Theology","California","Private not-for-profit","Four or more years","2688109","1696071","1053482","","57681676","10106814","","12265046","8251820"
"2007","124292","Thomas Aquinas College","California","Private not-for-profit","Four or more years","7128457","4354224","648743","1969214","71717904","13667697","","15809406","14806733"
"2007","124487","Trinity Life Bible College","California","Private not-for-profit","Four or more years","997714","601803","69664","","405559","380051","","1179636","1305682"
"2007","124557","University of California System Administration Central Office","California","Public","Four or more years","","384423500","198684460","1340000","41982799872","19822014464","","2231830016","4246285056"
"2007","125480","The University of West Los Angeles","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","125718","Westminster Theological Seminary in California","California","Private not-for-profit","Four or more years","1251902","1049332","649627","","9855214","2135184","","5936466","4730553"
"2007","125727","Westmont College","California","Private not-for-profit","Four or more years","41283664","17781740","2906476","","264649408","40165668","","57274552","49798312"
"2007","125763","Whittier College","California","Private not-for-profit","Four or more years","57384192","21559942","5668213","","222004720","73671424","","57855624","57727960"
"2007","125897","Woodbury University","California","Private not-for-profit","Four or more years","32865722","11381174","2527566","","71843168","32972044","","31576776","28890492"
"2007","126012","The Wright Institute","California","Private not-for-profit","Four or more years","5812163","2565224","655969","150000","11041718","3614382","","6658754","5479731"
"2007","126049","Thomas Jefferson School of Law","California","Private not-for-profit","Four or more years","24695164","3930796","4449300","","52426304","38126056","","20577118","21092052"
"2007","126076","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","California","Private not-for-profit","Four or more years","3732142","1548309","49278","","10500172","2410006","","3244625","2606667"
"2007","142832","Adler School of Professional Psychology","Illinois","Private not-for-profit","Four or more years","12976909","5801016","1296735","","6147038","2534090","","13841792","12984003"
"2007","143048","School of the Art Institute of Chicago","Illinois","Private not-for-profit","Four or more years","92379616","35632524","13109017","","","","","92689000","90651000"
"2007","143084","Augustana College","Illinois","Private not-for-profit","Four or more years","66933152","22714748","11882021","","242171056","78836416","","60826452","66426256"
"2007","143118","Aurora University","Illinois","Private not-for-profit","Four or more years","48775936","16175169","5444970","","120361456","41908828","","50940552","49285812"
"2007","143288","Blackburn College","Illinois","Private not-for-profit","Four or more years","8984134","2916932","774686","","42050208","7473503","","10193400","11398929"
"2007","143297","Blessing Rieman College of Nursing","Illinois","Private not-for-profit","Four or more years","1696733","1707784","308493","","","","","3482130","3482130"
"2007","143358","Bradley University","Illinois","Private not-for-profit","Four or more years","118060688","62732270","9546923","","567510656","181375648","","146133520","125715632"
"2007","143659","Catholic Theological Union at Chicago","Illinois","Private not-for-profit","Four or more years","4266986","4821353","525424","","72921528","29517504","","6912447","11119927"
"2007","143853","Midwestern University","Illinois","Private not-for-profit","Four or more years","62213932","19258274","4085143","","306567392","126406064","","88583872","70710824"
"2007","143978","Chicago School of Professional Psychology","Illinois","Private not-for-profit","Four or more years","26237376","9256482","2697674","","35187920","22267424","","27362840","25779492"
"2007","144005","Chicago State University","Illinois","Public","Four or more years","33747356","46020856","9333445","7151009","180122096","52450764","","130399832","128952208"
"2007","144014","Chicago Theological Seminary","Illinois","Private not-for-profit","Four or more years","1202737","2107995","909920","","61988276","1415029","","5044014","5437904"
"2007","144050","University of Chicago","Illinois","Private not-for-profit","Four or more years","513014496","828997600","86924760","","9098365952","2772389376","","2522731520","2452026368"
"2007","144281","Columbia College Chicago","Illinois","Private not-for-profit","Four or more years","194218624","111405784","20517360","","369126816","187824416","","210670432","208991504"
"2007","144351","Concordia University","Illinois","Private not-for-profit","Four or more years","42177960","22240148","2325488","","71782576","48321732","","40816420","42612816"
"2007","144740","DePaul University","Illinois","Private not-for-profit","Four or more years","443617984","165792000","53927000","","1051212992","491950016","","401352992","401324000"
"2007","144883","East-West University","Illinois","Private not-for-profit","Four or more years","4377420","3000203","305585","","40804320","691507","","14921882","10974053"
"2007","144892","Eastern Illinois University","Illinois","Public","Four or more years","74714040","93378750","16652180","5886312","265743840","94700632","","219427312","207289296"
"2007","144962","Elmhurst College","Illinois","Private not-for-profit","Four or more years","71404104","21346546","6659943","","202674448","73177072","","56248800","57249076"
"2007","144971","Eureka College","Illinois","Private not-for-profit","Four or more years","9922900","3228846","685639","","28973888","13991322","","12800250","12287276"
"2007","145275","Garrett-Evangelical Theological Seminary","Illinois","Private not-for-profit","Four or more years","3169714","4258004","685769","","101940528","9143356","","7705038","10405522"
"2007","145336","Governors State University","Illinois","Public","Four or more years","24926572","41453556","2407400.2","2245518","97067304","35355632","","83154096","81672976"
"2007","145372","Greenville College","Illinois","Private not-for-profit","Four or more years","23644090","8321748","1411536","","46189688","13971703","","23586364","21562160"
"2007","145497","Hebrew Theological College","Illinois","Private not-for-profit","Four or more years","1819225","3760475","99307","","8558952","7769396","","6630399","7323564"
"2007","145558","Rosalind Franklin University of Medicine and Science","Illinois","Private not-for-profit","Four or more years","50527352","35882270","12844235","1023487","192515440","96227688","","79393728","90379584"
"2007","145600","University of Illinois at Chicago","Illinois","Public","Four or more years","272349984","439853500","93988360","55560952","2147371392","1316486400","","1955678336","1981447296"
"2007","145619","Benedictine University","Illinois","Private not-for-profit","Four or more years","62731552","18908604","5379288","","102615024","43138944","","57696704","51723808"
"2007","145628","Illinois College of Optometry","Illinois","Private not-for-profit","Four or more years","19948944","7785413","1647807","","91476256","60082768","","27584844","27984694"
"2007","145637","University of Illinois at Urbana-Champaign","Illinois","Public","Four or more years","530077344","419436450","177103260","141783616","2479591680","1281631872","","1858649088","1894502272"
"2007","145646","Illinois Wesleyan University","Illinois","Private not-for-profit","Four or more years","63031084","33550972","6154665","","304589280","136421936","","49116104","75546664"
"2007","145691","Illinois College","Illinois","Private not-for-profit","Four or more years","17127160","7331577","1454741","","205702368","28156556","","18726848","24819012"
"2007","145725","Illinois Institute of Technology","Illinois","Private not-for-profit","Four or more years","143112000","80311000","27562000","","641460992","267379008","","187632000","245047008"
"2007","145813","Illinois State University","Illinois","Public","Four or more years","146329952","136155340","17041818","21189266","534828704","186585632","","410650400","375579328"
"2007","145886","Institute for Clinical Social Work","Illinois","Private not-for-profit","Four or more years","692426","104840","371206","","827088","24659","","803546","703858"
"2007","146241","The John Marshall Law School","Illinois","Private not-for-profit","Four or more years","46223116","20709242","6170526","","90088472","27069048","","43222244","38004412"
"2007","146339","Judson University","Illinois","Private not-for-profit","Four or more years","19841878","10298942","1291801","","59217024","13755861","","17827070","22746240"
"2007","146393","Kendall College","Illinois","Private not-for-profit","Four or more years","22229860","11933510","","","51791704","81498360","-29706660","26062276","31444976"
"2007","146427","Knox College","Illinois","Private not-for-profit","Four or more years","39535664","15788790","4005740","","127917904","52899508","","35309392","41747784"
"2007","146481","Lake Forest College","Illinois","Private not-for-profit","Four or more years","42211224","14850397","4962048","","154367920","35053200","","48246280","43748720"
"2007","146490","Lake Forest Graduate School of Management","Illinois","Private not-for-profit","Four or more years","10395587","2938103","1698901","","24953506","8453997","","13143238","12291471"
"2007","146533","Lakeview College of Nursing","Illinois","Private not-for-profit","Four or more years","2906315","1720008","70731","155402","12794629","1581955","","3835022","3031169"
"2007","146612","Lewis University","Illinois","Private not-for-profit","Four or more years","83911696","34051744","3099446","","108531320","52366936","","75946376","76049184"
"2007","146621","Lexington College","Illinois","Private not-for-profit","Four or more years","1215319","811649","291088","","529552","306525","","1730454","1837920"
"2007","146667","Lincoln Christian College and Seminary","Illinois","Private not-for-profit","Four or more years","8698058","3920176","1272276","1835844","27733072","17323394","","13870301","13845173"
"2007","146676","Lincoln College","Illinois","Private not-for-profit","Four or more years","20380500","5200367","1748931","","51975840","17131366","","19616520","18125552"
"2007","146719","Loyola University Chicago","Illinois","Private not-for-profit","Four or more years","361589632","132507820","93846940","","1177775488","483057472","","433062624","410357408"
"2007","146728","Lutheran School of Theology at Chicago","Illinois","Private not-for-profit","Four or more years","1869388","3568533","741021","","43141232","10839509","","8283860","9321177"
"2007","146755","Trinity College of Nursing and Health Sciences","Illinois","Private not-for-profit","Four or more years","2685440","2186014","","","","","","2525275","3110118"
"2007","146825","MacMurray College","Illinois","Private not-for-profit","Four or more years","10004635","3271965","262056","","20746976","5702582","","11183655","10396702"
"2007","146977","McCormick Theological Seminary","Illinois","Private not-for-profit","Four or more years","1502275","3498749","1776765","","130694976","31700680","","902932","10870129"
"2007","147013","McKendree University","Illinois","Private not-for-profit","Four or more years","36958544","13386341","1028305","","60882912","29697568","","28269684","30126196"
"2007","147031","Meadville-Lombard Theological School","Illinois","Private not-for-profit","Four or more years","703924","970371","153801","","18725128","406669","","1242168","3003408"
"2007","147129","Methodist College of Nursing","Illinois","Private not-for-profit","Four or more years","1029191","1780112","209608","","","","","1167737","3444694"
"2007","147244","Millikin University","Illinois","Private not-for-profit","Four or more years","50844736","19635528","3319264","","212828528","45512644","","44360308","48126976"
"2007","147341","Monmouth College","Illinois","Private not-for-profit","Four or more years","28253054","11677529","1898124","121192","169593952","30204056","","32404536","27595858"
"2007","147536","National-Louis University","Illinois","Private not-for-profit","Four or more years","88480608","37026052","2758152","","110359800","55470592","","85900544","86711960"
"2007","147590","National University of Health Sciences","Illinois","Private not-for-profit","Four or more years","13425207","5809645","1026541","","35260912","15862669","","17965856","15964562"
"2007","147660","North Central College","Illinois","Private not-for-profit","Four or more years","51633876","17682488","3978697","","204503072","39138496","","56942640","47349656"
"2007","147679","North Park University","Illinois","Private not-for-profit","Four or more years","43941076","15957996","5413440","","192631616","70603384","","45022188","50135792"
"2007","147697","Northern Baptist Theological Seminary","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","147703","Northern Illinois University","Illinois","Public","Four or more years","143844176","181221660","43165948","13802865","456743072","240938048","","465293952","463143552"
"2007","147767","Northwestern University","Illinois","Private not-for-profit","Four or more years","655369024","544018000","169360000","","9296169984","1555553024","","2100760064","1563035008"
"2007","147776","Northeastern Illinois University","Illinois","Public","Four or more years","48778684","48418532","7837436","4592734","146422576","57009144","","141451584","136970704"
"2007","147828","Olivet Nazarene University","Illinois","Private not-for-profit","Four or more years","59113040","19261832","8881568","1271055","170806016","62829212","","67942112","58563816"
"2007","148016","Principia College","Illinois","Private not-for-profit","Four or more years","10520475","9743663","2361073","","510763616","39408972","","4055141","36129888"
"2007","148131","Quincy University","Illinois","Private not-for-profit","Four or more years","18249428","4885589","870166","","47788916","19730680","","18185360","20009588"
"2007","148335","Robert Morris College","Illinois","Private not-for-profit","Four or more years","95967496","17984968","11722624","","142598976","42244828","","86959504","85982464"
"2007","148405","Rockford College","Illinois","Private not-for-profit","Four or more years","21808728","6240563","2012507","","22384004","15074759","","20380212","20033788"
"2007","148487","Roosevelt University","Illinois","Private not-for-profit","Four or more years","95542672","43890000","8280000","3214144","229535728","109992648","","97836592","99663664"
"2007","148496","Dominican University","Illinois","Private not-for-profit","Four or more years","47743688","21662184","6334222","","119361624","55551836","","47183272","45825064"
"2007","148511","Rush University","Illinois","Private not-for-profit","Four or more years","26059128","17733488","4569907","","2001662976","983990976","","1219010944","1154994048"
"2007","148575","Saint Francis Medical Center College of Nursing","Illinois","Private not-for-profit","Four or more years","5623388","3072230","993480","","","","","5623388","5416320"
"2007","148584","University of St Francis","Illinois","Private not-for-profit","Four or more years","42393172","17329608","2413033","","72761640","40683944","","37719560","37696140"
"2007","148593","St Johns College","Illinois","Private not-for-profit","Four or more years","1271818","1638935","586037","","1270194","244558","","2623109","2617043"
"2007","148627","Saint Xavier University","Illinois","Private not-for-profit","Four or more years","80577392","32174580","5078439","","149310880","92534224","","78218280","75186560"
"2007","148654","University of Illinois at Springfield","Illinois","Public","Four or more years","22383844","23849060","8802894","1820540","144436944","79069264","","77665552","82512656"
"2007","148724","Seabury-Western Theological Seminary","Illinois","Private not-for-profit","Four or more years","660304","895850","275651","","14863310","3120087","","2783263","3741015"
"2007","148849","Shimer College","Illinois","Private not-for-profit","Four or more years","1576852","2425348","162009","","5152394","914403","","3928124","3467616"
"2007","148876","Saint Augustine College","Illinois","Private not-for-profit","Four or more years","7358035","3386933","593017","","21552710","13223626","","9302401","10161266"
"2007","148885","University of Saint Mary of the Lake","Illinois","Private not-for-profit","Four or more years","3747317","2745833","1106181","","68100800","964829","","18074886","12112278"
"2007","148982","Spertus College","Illinois","Private not-for-profit","Four or more years","1266407","1280856","39294","","74135520","52376788","","8964117","11511629"
"2007","149028","Saint Anthony College of Nursing","Illinois","Private not-for-profit","Four or more years","2874664","1018883","739935","","1265361","","","4395163","3134537"
"2007","149222","Southern Illinois University Carbondale","Illinois","Public","Four or more years","153322496","213413700","124386856","14190343","601755072","262457088","","643229120","614798912"
"2007","149231","Southern Illinois University Edwardsville","Illinois","Public","Four or more years","80521360","106404390","20406666","9211685","335661984","208751264","","266168496","254716656"
"2007","149240","Southern Illinois University-Systems Office","Illinois","Public","Four or more years","","","","839449","1023781","983215","","7561255","7331450"
"2007","149329","Telshe Yeshiva-Chicago","Illinois","Private not-for-profit","Four or more years","1791000","1207091","","512617","9810533","4682805","","4324873","2890075"
"2007","149505","Trinity Christian College","Illinois","Private not-for-profit","Four or more years","24376276","11333583","1573967","","67673136","29703434","","27281052","27518732"
"2007","149514","Trinity International University","Illinois","Private not-for-profit","Four or more years","30306694","14906322","2164202","","74837648","26902286","","50243780","34030824"
"2007","149587","University of Illinois University Administration","Illinois","Public","Four or more years","","14015.325","10533123","31763","397759264","136622928","","178419616","172458096"
"2007","149639","VanderCook College of Music","Illinois","Private not-for-profit","Four or more years","5013192","2365926","152497","","2755486","365302","","5104253","4900413"
"2007","149763","West Suburban College of Nursing","Illinois","Private not-for-profit","Four or more years","4434842","1305702","99792","","","","","4081757","3066286"
"2007","149772","Western Illinois University","Illinois","Public","Four or more years","73574528","89096730","23826592","5134067","215839520","96625176","","245392768","239166816"
"2007","149781","Wheaton College","Illinois","Private not-for-profit","Four or more years","64424200","34244300","10901251","","659193280","162227456","","70143560","101280136"
"2007","203049","Hebrew Union College-California Branch","California","Private not-for-profit","Four or more years","1616694","5600297","1779846","","","","","10757389","11093470"
"2007","243744","Stanford University","California","Private not-for-profit","Four or more years","476288000","1062405000","150819000","80037000","26703620096","4012993024","","3475456000","3175857920"
"2007","245838","Antioch University-Los Angeles Branch","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","245847","Antioch University-Santa Barbara","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","247922","Ingalls Memorial Hospital Dietetic Internship","Illinois","Private not-for-profit","Four or more years","35340","58043","","","","","","66210","66210"
"2007","260947","Christian Life College","Illinois","Private not-for-profit","Four or more years","327071","37776","95098","","2199457","1991246","","800990","834800"
"2007","260956","Knowledge Systems Institute","Illinois","Private not-for-profit","Four or more years","317959","290491","1244","","1215912","11088","","513762","513126"
"2007","262022","Bethel Seminary San Diego","California","Private not-for-profit","Four or more years","1250691","949132","838231","","","","","2378151","2394111"
"2007","262086","Chapman University-University College","California","Private not-for-profit","Four or more years","61698156","23872690","5936691","","","","","51153244","51153244"
"2007","366711","California State University-San Marcos","California","Public","Four or more years","33930640","51497110","18781372","11791180","292941952","64026344","","175552080","124261896"
"2007","369288","Booker T. Crenshaw Christian Leadership University Inc","California","Private not-for-profit","Four or more years","45000","20000","","","200000","25000","","50000","30000"
"2007","384306","Acupuncture and Integrative Medicine College-Berkeley","California","Private not-for-profit","Four or more years","1614132","736143","896403","","808860","1836862","","2229023","2476376"
"2007","399911","Soka University of America","California","Private not-for-profit","Four or more years","4559835","8196000","6531000","","902934016","2747000","","70406000","40707000"
"2007","401223","World Mission University","California","Private not-for-profit","Four or more years","901480","453118","88443","","5715685","1673941","","2067537","1882545"
"2007","401250","Yo San University of Traditional Chinese Medicine","California","Private not-for-profit","Four or more years","1047189","801129","448801","","1235107","51589","","2212912","1995346"
"2007","409254","Erikson Institute","Illinois","Private not-for-profit","Four or more years","3148385","1737102","553432","79500","87475384","35724168","","22072896","14893492"
"2007","409698","California State University-Monterey Bay","California","Public","Four or more years","15706315","31657464","8658321","3538176","396810336","98654672","","95785104","85030960"
"2007","430591","American College of Traditional Chinese Medicine","California","Private not-for-profit","Four or more years","3361125","1052272","412769","","2659572","1613684","","4338567","4228884"
"2007","439701","King's College and Seminary","California","Private not-for-profit","Four or more years","2894949","1261519","1094083","","29485184","18964808","","6255500","15384075"
"2007","440031","Keck Graduate Institute","California","Private not-for-profit","Four or more years","2898483","3928576","1419828","","61313676","10522762","","10722307","14371967"
"2007","441186","San Diego State University-Imperial Valley Campus","California","Public","Four or more years","","","","","","","","",""
"2007","441238","City of Hope Graduate School of Biological Science","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","441937","California State University-Channel Islands","California","Public","Four or more years","14749076","30894872","9486962","3538436","344374912","139108160","","134804656","75132408"
"2007","443030","Evanston Northwestern Healthcare School of Anesthesia","Illinois","Private not-for-profit","Four or more years","600940","488939","28678","","","","","614485","579173"
"2007","444848","Silicon Valley University","California","Private not-for-profit","Four or more years","3384519","834251","237950","","3104962","979676","","3405089","1324208"
"2007","445054","Toyota Technological Institute at Chicago","Illinois","Private not-for-profit","Four or more years","274091","926355","844212","","46647200","799914","","7249620","5052159"
"2007","445188","University of California-Merced","California","Public","Four or more years","21595000","22335634","12348680","8931000","","","","141782000","110105000"
"2007","446969","New York Institute of Technology-Ellis College","Illinois","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","447050","Interamerican College","California","Private not-for-profit","Four or more years","404999","119796","161555","","340513","16640","","630276","641225"
"2007","447953","School of Urban Missions","California","Private not-for-profit","Four or more years","597900","221400","353500","","4777100","1314400","","1243300","1807600"
"2007","448293","Pacific Baptist College","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2007","449870","University of the West","California","Private not-for-profit","Four or more years","1360602","1169728","578998","","19819912","3135061","","5431077","5119892"
"2007","450687","Center for Psychological Studies","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2006","108269","Academy of Chinese Culture and Health Sciences","California","Private not-for-profit","Four or more years","1038158","171390","643636","","703967","334065","","1587683","1555337"
"2006","108861","American Baptist Seminary of the West","California","Private not-for-profit","Four or more years","525082","1003457","231116","","18533554","4542149","","2336556","2229627"
"2006","108870","American Film Institute Conservatory","California","Private not-for-profit","Four or more years","7618133","2865525","7522003","","42066488","9974711","","40790220","35819064"
"2006","109086","American Conservatory Theater","California","Private not-for-profit","Four or more years","2000058","901532","1415854","","45269836","6418238","","28918224","20275232"
"2006","109651","Art Center College of Design","California","Private not-for-profit","Four or more years","59604000","43123000","9608000","","120319000","35126000","","76146000","70986000"
"2006","109785","Azusa Pacific University","California","Private not-for-profit","Four or more years","141477456","62088972","13259904","","261105568","63393212","","177922592","151071472"
"2006","110051","Bethany University","California","Private not-for-profit","Four or more years","7848465","2432595","592489","","21206864","15377655","","10865917","9780813"
"2006","110060","Bethesda Christian University","California","Private not-for-profit","Four or more years","2152044","716171","493394","","19269884","8868604","","4567801","3352598"
"2006","110097","Biola University","California","Private not-for-profit","Four or more years","95340000","43007000","5776000","","274052992","142418000","","123085000","106129000"
"2006","110307","Phillips Graduate Institute","California","Private not-for-profit","Four or more years","6780743","3760190","1242295","","1588994","1499582","","7651693","8345764"
"2006","110316","California Institute of Integral Studies","California","Private not-for-profit","Four or more years","15233215","7707073","695508","","24651476","19074446","","17999076","16699942"
"2006","110361","California Baptist University","California","Private not-for-profit","Four or more years","53894520","21767136","3124057","792428","171367840","139775616","","75779016","69314816"
"2006","110370","California College of the Arts","California","Private not-for-profit","Four or more years","45191604","20028000","4496000","","110780000","53971000","","47682000","40605000"
"2006","110398","University of California Hastings College of Law","California","Public","Four or more years","26307584","17834028","4246539.5","335349","154716256","23042532","","61962500","46888264"
"2006","110404","California Institute of Technology","California","Private not-for-profit","Four or more years","59314000","164690000","37006000","","4029196032","1280045952","","2576489984","2287290880"
"2006","110413","California Lutheran University","California","Private not-for-profit","Four or more years","57100008","21296284","4656235","","183534512","62734008","","71615856","61041880"
"2006","110422","California Polytechnic State University-San Luis Obispo","California","Public","Four or more years","88962392","139411020","33967908","15577467","845032384","448316576","","308395680","276305376"
"2006","110431","Alliant International University-System Office","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2006","110440","Alliant International University","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2006","110459","Alliant International University","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2006","110468","Alliant International University-San Diego","California","Private not-for-profit","Four or more years","56836712","24029164","9050841","1110280","80913736","38670432","","67189848","64864160"
"2006","110477","Alliant International University","California","Private not-for-profit","Four or more years","","","","","","","","",""
"2006","110486","California State University-Bakersfield","California","Public","Four or more years","28045060","44195172","13069133","11636695","131068672","35793900","","110291384","105440456"
"2006","110495","California State University-Stanislaus","California","Public","Four or more years","26766440","50755460","13793589","2224305","165204368","36189156","","107480560","101595208"
"2006","110501","California State University-Chancellors Office","California","Public","Four or more years","","28986778","68982870","","835671488","965152704","","289227648","290106112"
"2006","110510","California State University-San Bernardino","California","Public","Four or more years","62152716","99031290","19770062","17860048","456131648","189590800","","198744560","196272224"
"2006","110529","California State Polytechnic University-Pomona","California","Public","Four or more years","73023496","119288980","27027276","29086764","462491072","161798576","","260047664","249001392"
"2006","110538","California State University-Chico","California","Public","Four or more years","60598952","95091500","27635922","15126420","251196656","68587920","","210790080","193472000"
"2006","110547","California State University-Dominguez Hills","California","Public","Four or more years","43071896","59264850","18214660","17918116","173477648","60434552","","135720048","131005512"
"2006","110556","California State University-Fresno","California","Public","Four or more years","70684048","87501610","39521660","30416874","396531808","133303136","","271523392","207464640"
"2006","110565","California State University-Fullerton","California","Public","Four or more years","125941456","175884560","31350502","37103684","617687680","223552624","","350399360","341782016"
"2006","110574","California State University-East Bay","California","Public","Four or more years","54450096","72426970","33931016","17179800","199795728","80343664","","180941568","171032912"
"2006","110583","California State University-Long Beach","California","Public","Four or more years","132036336","193917980","44680824","27700252","512332128","134694624","","372863456","363611744"
"2006","110592","California State University-Los Angeles","California","Public","Four or more years","76031440","115719540","18305832","29625920","336687872","133050936","","212078624","231458672"
"2006","110608","California State University-Northridge","California","Public","Four or more years","132216792","166515300","36491700","39009516","530499488","151565872","","430963008","357991040"
"2006","110617","California State University-Sacramento","California","Public","Four or more years","110344328","156155280","29060028","35302124","400917792","162142368","","329333984","310747968"
"2006","110635","University of California-Berkeley","California","Public","Four or more years","407492992","568731140","115486750","77005000","","","","1773044992","1686098944"
"2006","110644","University of California-Davis","California","Public","Four or more years","286351008","574022460","137850560","4090000","","","","2550598912","2924945920"
"2006","110653","University of California-Irvine","California","Public","Four or more years","228955008","458389860","103600750","54934000","","","","1621427968","1533972992"
"2006","110662","University of California-Los Angeles","California","Public","Four or more years","422988000","1024661200","310627620","55232000","","","","4086235904","3672941056"
"2006","110671","University of California-Riverside","California","Public","Four or more years","138219008","161040540","42510532","34942000","","","","640804992","501724992"
"2006","110680","University of California-San Diego","California","Public","Four or more years","258819008","484146400","173972620","49830000","","","","2478215936","2249985024"
"2006","110699","University of California-San Francisco","California","Public","Four or more years","57749000","198098030","270295360","38758000","","","","2880761088","2729008896"
"2006","110705","University of California-Santa Barbara","California","Public","Four or more years","180386000","220810910","39750188","44418000","","","","798264000","683369984"
"2006","110714","University of California-Santa Cruz","California","Public","Four or more years","137772000","133663110","34110628","10072000","","","","532099008","485439008"
"2006","110778","Institute of Transpersonal Psychology","California","Private not-for-profit","Four or more years","6784680","2996273","1095597","","4222141","456720","","7485377","6529827"
"2006","110918","California Christian College","California","Private not-for-profit","Four or more years","342075","62967","59154","","661359","420562","","488760","541151"
"2006","111081","California Institute of the Arts","California","Private not-for-profit","Four or more years","38840600","26283660","7445907","","169196736","8571452","","65542192","46107332"
"2006","111188","California Maritime Academy","California","Public","Four or more years","5233808","13634550","1538155.8","121490","59505632","6326670","","43915056","30799278"
"2006","111391","California Western School of Law","California","Private not-for-profit","Four or more years","29968236","8855499","7245160","","68586408","21494860","","29986776","25211276"
"2006","111948","Chapman University","California","Private not-for-profit","Four or more years","154980752","59024732","17920624","","619093696","164772208","","197529152","125703376"
"2006","111966","Charles R Drew University of Medicine and Science","California","Private not-for-profit","Four or more years","1549986","11327553","5333163","357451","80542896","18209600","","80077248","73010920"
"2006","112075","Concordia University","California","Private not-for-profit","Four or more years","32593948","11129146","2983489","","92044296","52437992","","40381024","35626112"
"2006","112084","San Diego Christian College","California","Private not-for-profit","Four or more years","9670899","3504622","925532","","5619855","2121456","","10415702","10816359"
"2006","112127","Church Divinity School of the Pacific","California","Private not-for-profit","Four or more years","1072370","1541588","369634","","33849840","4555585","","7804894","5606304"
"2006","112251","Claremont Graduate University","California","Private not-for-profit","Four or more years","35764792","25789042","6069730","648440","299159264","57386156","","53447528","48394036"
"2006","112260","Claremont McKenna College","California","Private not-for-profit","Four or more years","37377000","21799000","5121000","","764862016","132356000","","199271008","63808000"
"2006","112312","Cleveland Chiropractic College of Los Angeles","California","Private not-for-profit","Four or more years","7293005","3515326","310615","","9519254","1020068","","9403186","9124795"
"2006","112394","Cogswell Polytechnical College","California","Private not-for-profit","Four or more years","3460466","1670402","451044","","14538349","6165305","","21339062","22361850"
"2006","112446","Coleman College","California","Private not-for-profit","Four or more years","7673354","3460916","1697930","","4860956","4474294","","9580802","9593692"
"2006","112525","Western University of Health Sciences","California","Private not-for-profit","Four or more years","67731624","31773968","9642449","478533","119886416","67554472","","79487768","63682928"
"2006","112570","Columbia College Hollywood","California","Private not-for-profit","Four or more years","4525889","481247","81985","","6181151","2762591","","4712385","4205071"
"2006","113537","Dell'Arte International School of Physical Theatre","California","Private not-for-profit","Four or more years","787190","249071","126470","","1354367","493491","","1455140","1353000"
"2006","113698","Dominican University of California","California","Private not-for-profit","Four or more years","41772932","14985063","4168120","","94996888","38752240","","40797340","39115928"
"2006","113704","Dominican School of Philosophy and Theology","California","Private not-for-profit","Four or more years","784711","798583","213552","","1527905","78012","","2064711","1938421"
"2006","114549","Fielding Graduate University","California","Private not-for-profit","Four or more years","22679932","13431803","1481081","","19746384","9262583","","24074042","22767740"
"2006","114585","Five Branches Institute","California","Private not-for-profit","Four or more years","1774338","289312","","","1279593","1060448","","2632937","2894962"
"2006","114734","Franciscan School of Theology","California","Private not-for-profit","Four or more years","643026","581360","270312","","6336832","201249","","3042877","1722013"
"2006","114813","Fresno Pacific University","California","Private not-for-profit","Four or more years","35738520","12151491","731319","","83984424","31460924","","35271820","34840632"
